Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Iterations,RamKilobytes,Mean,Error,StdDev,Median,Gen 0,Completed Work Items,Lock Contentions,Gen 1,Gen 2,Allocated
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,65536,191.80 ms,2.859 ms,4.190 ms,191.42 ms,1000.0000,137.0000,0.0000,1000.0000,1000.0000,65 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,69632,209.15 ms,3.982 ms,8.044 ms,207.38 ms,1000.0000,137.0000,0.0000,1000.0000,1000.0000,69 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,73728,224.55 ms,4.468 ms,10.705 ms,220.07 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,73 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,77824,233.50 ms,4.647 ms,11.043 ms,228.93 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,77 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,81920,247.21 ms,4.872 ms,10.488 ms,243.98 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,81 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,86016,262.96 ms,5.221 ms,11.996 ms,257.11 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,85 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,90112,274.66 ms,5.447 ms,11.003 ms,270.77 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,89 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,94208,283.22 ms,5.661 ms,11.435 ms,279.87 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,93 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,98304,300.86 ms,6.000 ms,13.044 ms,296.46 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,97 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,102400,307.35 ms,6.107 ms,10.855 ms,304.81 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,101 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,106496,326.90 ms,6.476 ms,12.164 ms,323.82 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,105 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,110592,340.29 ms,6.790 ms,12.070 ms,338.08 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,109 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,114688,345.80 ms,6.866 ms,12.896 ms,343.04 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,113 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,118784,362.87 ms,7.121 ms,12.841 ms,359.17 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,117 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,122880,376.15 ms,7.501 ms,12.112 ms,370.91 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,121 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,126976,390.98 ms,7.800 ms,13.864 ms,389.09 ms,1000.0000,138.0000,0.0000,1000.0000,1000.0000,125 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,1048576,"3,283.68 ms",42.064 ms,37.288 ms,"3,275.51 ms",1000.0000,138.0000,0.0000,1000.0000,1000.0000,"1,028 MB"
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,8,4194304,"13,811.99 ms",141.275 ms,117.971 ms,"13,804.44 ms",1000.0000,139.0000,0.0000,1000.0000,1000.0000,"4,112 MB"
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,65536,240.45 ms,4.792 ms,9.346 ms,238.22 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,65 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,69632,266.90 ms,5.271 ms,11.458 ms,261.70 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,69 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,73728,283.46 ms,5.631 ms,11.630 ms,280.71 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,73 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,77824,290.32 ms,5.779 ms,10.855 ms,287.79 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,77 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,81920,308.82 ms,6.115 ms,13.803 ms,306.70 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,81 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,86016,319.94 ms,6.331 ms,10.751 ms,321.59 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,85 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,90112,339.44 ms,6.650 ms,11.471 ms,337.47 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,89 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,94208,357.24 ms,6.990 ms,11.087 ms,352.16 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,93 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,98304,382.64 ms,7.512 ms,13.923 ms,381.64 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,97 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,102400,401.42 ms,7.687 ms,18.119 ms,398.76 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,101 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,106496,405.07 ms,8.098 ms,13.530 ms,404.39 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,105 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,110592,420.45 ms,8.340 ms,14.161 ms,415.84 ms,1000.0000,171.0000,0.0000,1000.0000,1000.0000,109 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,114688,435.76 ms,8.607 ms,14.141 ms,435.00 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,113 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,118784,446.31 ms,8.846 ms,11.503 ms,441.31 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,117 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,122880,476.73 ms,9.485 ms,12.662 ms,476.95 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,121 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,126976,486.61 ms,9.552 ms,13.390 ms,487.92 ms,1000.0000,170.0000,0.0000,1000.0000,1000.0000,125 MB
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,1048576,"4,124.52 ms",37.429 ms,35.011 ms,"4,114.76 ms",1000.0000,170.0000,0.0000,1000.0000,1000.0000,"1,028 MB"
GetHashAsync,Job-RDFKRE,False,Default,Default,Default,Default,Default,Default,111111111111111111111111,Empty,RyuJit,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 5.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,10,4194304,"16,946.39 ms",122.285 ms,114.385 ms,"16,915.98 ms",1000.0000,171.0000,0.0000,1000.0000,1000.0000,"4,112 MB"
